source_name,company,provider_family,board_identifier,endpoint,endpoint_type,country,active,configuration,pagination,source_file,source_health_metadata,fetch_succeeds,raw_job_count,normalized_job_count,fresh_job_count,unique_job_count,eligible_job_count,candidate_relevant_job_count,duplicate_rate,fetch_time_ms,error_failure_type,eligible_measurement,provider_total,marginal_unique_job_count,stale_job_count,future_date_count,unknown_date_count,canonical_url_unique_count,marginal_canonical_url_unique_count,default_title_gate_count,explicit_india_location_count,synthetic_india_software_proxy_count,remote_location_mention_count,missing_title_count,missing_location_count,missing_description_count,salary_present_count,experience_present_count,local_analysis_ms,http_calls,response_bytes,http_time_ms
smartrecruiters:synechron,Synechron,smartrecruiters,synechron,https://api.smartrecruiters.com/v1/companies/synechron/postings?limit=100,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; SmartRecruiters capped at 100,config.py:196,none,True,3,3,0,3,UNKNOWN,UNKNOWN,0.0,325.421,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,3,3,3,0,0,3,3,1,0,0,0,0,0,3,0,0,0.101,1,3577,325.32
breezy:iqvia,IQVIA,breezy,iqvia,https://iqvia.breezy.hr/json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,7,7,0,6,UNKNOWN,UNKNOWN,0.142857,377.636,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,6,7,0,0,7,7,0,0,0,0,0,0,7,0,0,0.48,1,3772,376.425
breezy:anovia,Anovia Inc.,breezy,anovia,https://anovia.breezy.hr/json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,13,13,13,13,UNKNOWN,UNKNOWN,0.0,398.78,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,13,0,0,0,13,13,5,10,4,0,0,0,13,0,0,0.363,1,13256,398.459
breezy:foundationhealth,Foundation Health,breezy,foundationhealth,https://foundationhealth.breezy.hr/json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,33,33,12,29,UNKNOWN,UNKNOWN,0.121212,428.817,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,29,21,0,0,33,33,0,0,0,0,0,0,33,0,0,3.652,1,30256,425.565
remoteok,MULTIPLE,remoteok,remoteok,https://remoteok.com/api,public JSON GET,remote feed; job-specific restrictions,True,"{""enabled"": true}",single response,config.py:507,none,True,99,99,28,99,UNKNOWN,UNKNOWN,0.0,1328.093,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,,98,71,0,0,99,99,20,2,0,99,0,0,0,16,0,1.463,1,630261,1286.656
wwr,MULTIPLE,wwr,wwr,https://weworkremotely.com/categories/{category}.rss,public RSS GET,remote feed; job-specific restrictions,True,"{""enabled"": true, ""categories"": [""remote-programming-jobs"", ""remote-front-end-programming-jobs"", ""remote-back-end-programming-jobs"", ""remote-full-stack-programming-jobs"", ""remote-devops-sysadmin-jobs"", ""remote-design-jobs"", ""remote-product-jobs"", ""remote-jobs""]}",8 category feeds,config.py:507,none,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4746.772,HTTPError: HTTP Error 301: Moved Permanently,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,8,1090152,4640.388
remotive,MULTIPLE,remotive,remotive,https://remotive.com/api/remote-jobs?category=software-dev,public JSON GET,remote feed; job-specific restrictions,True,"{""enabled"": true}",single response,config.py:507,none,True,20,20,15,20,UNKNOWN,UNKNOWN,0.0,256.904,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,,19,5,0,0,20,20,11,0,0,20,0,0,0,11,20,2.059,1,183862,252.861
jobicy,MULTIPLE,jobicy,jobicy,https://jobicy.com/api/v2/remote-jobs?count=50&industry=engineering,public JSON GET,remote feed; job-specific restrictions,True,"{""enabled"": true, ""count"": 50}",single response,config.py:507,none,True,50,50,50,49,UNKNOWN,UNKNOWN,0.02,588.006,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,,48,0,0,0,50,50,37,0,0,50,0,0,0,16,50,1.048,1,387139,570.24
himalayas,MULTIPLE,himalayas,himalayas,https://himalayas.app/jobs/api?limit=20&offset={offset},public JSON GET,remote feed; job-specific restrictions,True,"{""enabled"": true, ""pages"": 10, ""queries"": []}",10 x 20 browse rows; profile may use <=8 query calls,config.py:507,none,True,200,200,200,196,UNKNOWN,UNKNOWN,0.02,2510.715,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,,196,0,0,0,198,198,27,10,1,200,0,0,0,91,200,3.877,10,1314994,2428.467
amazon,Amazon,amazon,amazon,https://www.amazon.jobs/en/search.json,public JSON GET,IND,False,"{""enabled"": false, ""employers"": [""amazon"", ""jpmorgan"", ""oracle"", ""accenture"", ""sap""], ""keywords"": [""""], ""max_pages"": 5, ""verify_live"": true, ""employer_spec"": {""company"": ""Amazon"", ""platform"": ""amazon"", ""country"": ""IND""}}",5 configured pages (Workday 25 x 20); optional per-job detail,sources/enterprise.py:65; config.py:496,historical comments only,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,not measured: disabled in default config,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,,,
jpmorgan,JPMorgan Chase,orc,CX_1001,https://jpmc.fa.oraclecloud.com/hcmRestApi/resources/latest/recruitingCEJobRequisitions,public JSON GET,UNKNOWN: global listing,False,"{""enabled"": false, ""employers"": [""amazon"", ""jpmorgan"", ""oracle"", ""accenture"", ""sap""], ""keywords"": [""""], ""max_pages"": 5, ""verify_live"": true, ""employer_spec"": {""company"": ""JPMorgan Chase"", ""platform"": ""orc"", ""host"": ""jpmc.fa.oraclecloud.com"", ""site"": ""CX_1001""}}",5 configured pages (Workday 25 x 20); optional per-job detail,sources/enterprise.py:65; config.py:496,historical comments only,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,not measured: disabled in default config,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,,,
oracle,Oracle,orc,CX_45001,https://eeho.fa.us2.oraclecloud.com/hcmRestApi/resources/latest/recruitingCEJobRequisitions,public JSON GET,UNKNOWN: global listing,False,"{""enabled"": false, ""employers"": [""amazon"", ""jpmorgan"", ""oracle"", ""accenture"", ""sap""], ""keywords"": [""""], ""max_pages"": 5, ""verify_live"": true, ""employer_spec"": {""company"": ""Oracle"", ""platform"": ""orc"", ""host"": ""eeho.fa.us2.oraclecloud.com"", ""site"": ""CX_45001""}}",5 configured pages (Workday 25 x 20); optional per-job detail,sources/enterprise.py:65; config.py:496,historical comments only,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,not measured: disabled in default config,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,,,
accenture,Accenture,workday,AccentureCareers,https://accenture.wd103.myworkdayjobs.com/wday/cxs/accenture/AccentureCareers/jobs,public JSON POST,UNKNOWN: global listing,False,"{""enabled"": false, ""employers"": [""amazon"", ""jpmorgan"", ""oracle"", ""accenture"", ""sap""], ""keywords"": [""""], ""max_pages"": 5, ""verify_live"": true, ""employer_spec"": {""company"": ""Accenture"", ""platform"": ""workday"", ""host"": ""accenture.wd103.myworkdayjobs.com"", ""tenant"": ""accenture"", ""site"": ""AccentureCareers""}}",5 configured pages (Workday 25 x 20); optional per-job detail,sources/enterprise.py:65; config.py:496,historical comments only,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,not measured: disabled in default config,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,,,
sap,SAP,successfactors,sap,https://jobs.sap.com/search/,public HTML GET,India,False,"{""enabled"": false, ""employers"": [""amazon"", ""jpmorgan"", ""oracle"", ""accenture"", ""sap""], ""keywords"": [""""], ""max_pages"": 5, ""verify_live"": true, ""employer_spec"": {""company"": ""SAP"", ""platform"": ""successfactors"", ""host"": ""jobs.sap.com"", ""location"": ""India""}}",5 configured pages (Workday 25 x 20); optional per-job detail,sources/enterprise.py:65; config.py:496,historical comments only,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,not measured: disabled in default config,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,,,
optum,Optum,radancy_talentbrew,34088; brand optum,https://careers.unitedhealthgroup.com/search-jobs/results,public JSON containing HTML GET,global listing; location query ignored,False,"{""enabled"": false, ""company"": ""Optum"", ""brand"": ""optum"", ""keywords"": [""""], ""locations"": [""""], ""per_page"": 100, ""max_pages"": 70, ""verify_live"": true}",<=70 x 100 listings plus detail per title/location survivor,config.py:456; sources/optum.py:64,historical comments only,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,not measured: disabled in default config,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,,,
